First line indicates sampling freq [Hz], samples per channel, QTimer [ms] 
Fx, Fy, Fz, Mz, My, Mz 
150,75,500,25,800,0
-0.12275068535547436,-0.22038188062275793,0.20674054780911508,0.0017281982270801414,0.0023358954536480134,0.005232031162011966
0.0022756691906632644,-0.14966426415752684,0.2090833773006157,0.002165307448871681,0.001667863431245814,0.003551950557638956
-1.0258256975612896,-0.27962816652098177,0.8306492653927939,0.004231696544605807,0.012432185636691767,0.006763889551006558
-0.2608079032069913,-0.14526782486461365,0.4156989920464766,0.0051736225561788305,0.004781422154403079,0.0034980418595495963
0.2504995745109788,0.13588465368460068,0.4314750128500782,0.0008377216607409026,0.002196876055963323,-0.0032087766790533266
-0.8918729526724852,-0.060964273209931606,0.6303134204212767,-0.0035808394650784247,0.010183872174213278,0.0015453622678836675
-0.3845611336584836,0.0797088037064255,0.2117864363060812,-0.002654518846079207,0.003923988360282516,-0.0018433344470644426
0.11737308829811358,0.21846558465573368,0.003451777705624283,0.0012957222728011122,-0.0006132163988486536,-0.0051630908366113925
-0.6381626360361573,-0.20775641010277782,0.1995871262713577,0.0016969874419325256,0.005117654790364347,0.004986333115029629
-0.6381626360361573,-0.20775641010277782,0.1995871262713577,0.0016969874419325256,0.005117654790364347,0.004986333115029629
0.2599816445310061,-0.15597699941754264,0.21266008806949424,0.002180912841445339,0.00027698376288763714,0.003674799581130732
-0.5108606122993101,-0.2867030577951004,0.4110133330634745,0.004299404112595598,0.00611748619920771,0.006858203068296203
-0.7627421251636348,-0.28402460581389494,0.6240336506469332,0.0012233814372986577,0.009318626913534502,0.006817798249095917
0.13312648621281897,-0.08258093097110614,0.4280232351444535,-0.00045800061206006265,0.002810092454812229,0.001954314157557437
-0.25725910992168277,0.0007621560141297124,0.4232126430981976,-5.210217541598652e-05,0.00492381976912613,2.853550620150324e-05
-0.7726710606023222,0.0133876265341345,0.41605922156044106,-8.331296056345006e-05,0.007705579105842233,-0.00021716254078142094
-0.01303086330538209,0.14583167222342686,0.2113012737288626,0.0038825335508905277,0.0017774946783528857,-0.0034140699068365946
-0.13805721785156325,0.07511405575817115,0.20895844423736112,0.0034454243290988353,0.002445526700755318,-0.0017339893024629989
-0.8958686113764538,-0.20144367484278883,0.19601041550247958,0.0016813820493587204,0.006508534458722273,0.004863484091538481
-0.13040395160349566,-0.07263391243230682,0.2078494960232383,0.0025868112780894153,0.0023907110772015397,0.0017490209297747982
-0.2554303061496333,-0.1433515288975379,0.20550666653173766,0.0021497020562978755,0.003058743099603739,0.003429101534147809
