First line indicates sampling freq [Hz], samples per channel, QTimer [ms] 
Fx, Fy, Fz, Mz, My, Mz 
150,75,500,0,0
-0.16232497936263712,0.06870568780982195,-0.23074642623613006,0.01554728133733691,0.009159206433981543,-0.0018829955546185366
0.095380995977703,0.06239295254985764,-0.2271697154672512,0.015562886729910866,0.007768326765623384,-0.0017601465311279743
-0.28563134439542787,0.2881317371350009,-0.00786962810952403,0.007682643152237763,0.011834712740628068,-0.00707298733153991
-0.15522739279193218,0.3607656495673077,-0.21571912413276234,0.005095831874148348,0.00944400166342653,-0.008822008261314709
-0.1354402457883498,0.21622186535101712,0.003024362889897994,-0.0018137096809805694,0.006032346173260081,-0.005264494902999443
-0.26811986658250875,0.29325221707623716,0.001790481612520576,-0.001392205851762835,0.006755193819215807,-0.0070674245308636
-0.26046660033453095,0.1455042488857614,0.0006815333983965236,-0.002250818902772261,0.006700378195662513,-0.003584414298625847
-0.011202059533374125,0.0017179873117333451,-0.006404702837522675,0.00608433778260317,-8.758199116864233e-05,-1.350387888967497e-05
-0.40158765566787585,0.08506107429696919,-0.011215294883778608,0.006490236219247247,0.00202614532314526,-0.0019392825302456092
-0.2716686598679071,0.14722223619749605,-0.005723169439201676,0.0038335188798319757,0.006612796204493239,-0.0035979181775155503
-0.019787147003536808,0.14454378421631392,-0.21874348702258398,0.006909541555128002,0.0034116554901668463,-0.0035575133583158223
-0.28790701358613735,0.43779600129255464,-0.21695300541014018,0.005517335703366228,0.010166849309382508,-0.010624937889179495
-0.4192427864118183,0.3602399175743509,-0.22255124178616179,0.008070737702971039,0.016001982244367444,-0.008936916206593112
-0.020272102807063708,0.13407103368453396,-0.005401865554768765,0.006839635493802147,0.010389017448716367,-0.0034671280758109655
-0.15784436485510006,0.21965783997448507,-0.009785042785222905,0.010354965884226838,0.005857182190922166,-0.005291502660778821
-0.2640153936198395,-0.000525731992981934,-0.006832117653324486,0.0029749058288225556,0.006557980580939461,-0.00011490794527775358
-0.13267962079415893,0.07703035172522003,-0.0012338812773774177,0.0004215038292177342,0.0007228476459557255,-0.0018029296278641578
-0.13495528998482492,0.22669461588279838,-0.21031725857799277,-0.0017438036196536471,-0.0009450157852900692,-0.005354880185504328
-0.1354402457883498,0.21622186535101712,0.003024362889897994,-0.0018137096809805694,0.006032346173260081,-0.005264494902999443
-0.16194883781781486,0.5134357890436808,-0.0011624435194541535,0.005987854203642362,0.0060543954291981126,-0.012244019246364113
-0.158776186077285,0.21473566868858993,-0.2232327751844083,0.010321556605742244,0.00930160404870436,-0.005352501907967215
-0.2891801376808242,0.14210175625625848,-0.015383279161170778,0.012908367883831508,0.011692315125906133,-0.003603480978191832
-0.29500460015684227,0.14573603953506886,-0.23198030751350796,0.01596878516655479,0.00988205407993752,-0.0036859251824833228
-0.018443299035102008,-0.010042651227132687,-0.22310784212115448,0.009041439725514936,0.00852394077919509,-6.656204786467491e-05
-0.2716686598679071,0.14722223619749605,-0.005723169439201676,0.0038335188798319757,0.006612796204493239,-0.0035979181775155503
-0.3931462211286899,0.22253460061098146,-0.0005523478789808942,-0.0018293150735545266,0.007423225841618238,-0.005387343926490005
-0.005036294184854129,0.28885577778332394,-0.2048251331333403,-0.004400520959069984,0.0036416350960585416,-0.007013515832774241
-0.1354402457883498,0.21622186535101712,0.003024362889897994,-0.0018137096809805694,0.006032346173260081,-0.005264494902999443
-0.2793219261158849,0.2949702043879718,-0.0046142212250776206,0.004692131930841402,0.006667611828046533,-0.007080928409753304
-0.025164744060894858,0.1426274882492382,-0.008551161507845056,0.009933462055008956,0.0051343345449661884,-0.003488573032914035
-0.2828707194012812,0.14894022350922936,-0.012127872276724374,0.009917856662435146,0.006525214213324598,-0.003611422056405226
-0.15201990237908397,0.216023556695676,0.20681198556703873,0.007294548601504621,0.007667443236890148,-0.005209058456487358
-0.14664230532172592,0.21793985266275176,-0.003380339947700203,0.004270628101623668,0.005944764182090807,-0.005277998781889147
-0.14757412654391086,0.21301768137685662,-0.2168280723468856,0.004237218823139074,0.009389186039873003,-0.00533899802907754
-0.2802537473380698,0.2900480331020766,-0.218061953624263,0.004658722652356808,0.010112033685828728,-0.007141927656941699
-0.2793219261158849,0.2949702043879718,-0.0046142212250776206,0.004692131930841402,0.006667611828046533,-0.007080928409753304
-0.13267962079415893,0.07703035172522003,-0.0012338812773774177,0.0004215038292177342,0.0007228476459557255,-0.0018029296278641578
-0.13267962079415893,0.07703035172522003,-0.0012338812773774177,0.0004215038292177342,0.0007228476459557255,-0.0018029296278641578
-0.2730125078363419,0.30180867164094266,-0.0013588143406312097,0.0017016207094450412,0.0015005109154649968,-0.0070888694879666985
-0.008585087470162683,0.1428257969045806,-0.2123387841850613,0.0008252037725248323,0.0034992374813354894,-0.0035440094794261475
-0.2802537473380698,0.2900480331020766,-0.218061953624263,0.004658722652356808,0.010112033685828728,-0.007141927656941699
-0.28563134439542787,0.2881317371350009,-0.00786962810952403,0.007682643152237763,0.011834712740628068,-0.00707298733153991
-0.156500516886619,0.0650714045310116,-0.014149397883792929,0.012486864054613626,0.010969467479950156,-0.001800551350327045
-0.2882483164586393,0.14702392754215363,0.19806445323801458,0.0129417771623161,0.008247893268123937,-0.0035424817310034376
-0.27749312234392315,0.15085651947630513,-0.22232019779146336,0.006893936162554192,0.004802535158525256,-0.0036803623818070135
-0.007653266247977764,0.14774796819047575,0.0011089482141240562,0.0008586130510094259,5.4815623553293556e-05,-0.0034830102322377533
-0.26181044830296574,0.30009068432920805,0.005045888496966979,-0.004382717073159195,0.00158809290663427,-0.007075365609076994
-0.26811986658250875,0.29325221707623716,0.001790481612520576,-0.001392205851762835,0.006755193819215807,-0.0070674245308636
-0.27394432905852684,0.29688650035504754,-0.21480654673981658,0.0016682114309604478,0.004944932773247193,-0.0071498687351550915
-0.14664230532172592,0.21793985266275176,-0.003380339947700203,0.004270628101623668,0.005944764182090807,-0.005277998781889147
-0.2828707194012812,0.14894022350922936,-0.012127872276724374,0.009917856662435146,0.006525214213324598,-0.003611422056405226
-0.15601556108309414,0.07554415506279284,-0.22749101935168367,0.012556770115940547,0.003992105521400006,-0.0018909366328319303
-0.025164744060894858,0.1426274882492382,-0.008551161507845056,0.009933462055008956,0.0051343345449661884,-0.003488573032914035
-0.2802537473380698,0.2900480331020766,-0.218061953624263,0.004658722652356808,0.010112033685828728,-0.007141927656941699
-0.14664230532172592,0.21793985266275176,-0.003380339947700203,0.004270628101623668,0.005944764182090807,-0.005277998781889147
-0.14126470826436788,0.2198561486298275,-0.2135726654624392,0.0012467076017427135,0.004222085127291467,-0.005346939107290934
-0.2716686598679071,0.14722223619749605,-0.005723169439201676,0.0038335188798319757,0.006612796204493239,-0.0035979181775155503
-0.2716686598679071,0.14722223619749605,-0.005723169439201676,0.0038335188798319757,0.006612796204493239,-0.0035979181775155503
-0.13898903907370191,0.07019188447224914,-0.004489288161823829,0.003412015050614095,0.005889948558537262,-0.001794988549650764
-0.2716686598679071,0.14722223619749605,-0.005723169439201676,0.0038335188798319757,0.006612796204493239,-0.0035979181775155503
-0.2793219261158849,0.2949702043879718,-0.0046142212250776206,0.004692131930841402,0.006667611828046533,-0.007080928409753304
-0.14664230532172592,0.21793985266275176,-0.003380339947700203,0.004270628101623668,0.005944764182090807,-0.005277998781889147
-0.28563134439542787,0.2881317371350009,-0.00786962810952403,0.007682643152237763,0.011834712740628068,-0.00707298733153991
-0.16415378313464304,0.21281937272151422,-0.013040449669669307,0.013345477105623199,0.011024283103503701,-0.005283561582565427
-0.026096565283079777,0.13770531696334304,-0.22199889390703043,0.009900052776524363,0.008578756402748383,-0.003549572280102428
-0.2716686598679071,0.14722223619749605,-0.005723169439201676,0.0038335188798319757,0.006612796204493239,-0.0035979181775155503
-0.26629106281054904,0.1491385321645718,-0.21591549495394066,0.0008095983799510218,0.004890117149693899,-0.0036668585029173387
-0.13495528998482492,0.22669461588279838,-0.21031725857799277,-0.0017438036196536471,-0.0009450157852900692,-0.005354880185504328
-0.13450842456616488,0.22114403663691226,0.21647209528908337,-0.001780300402495976,0.002587924315477885,-0.0052034956558110485
-0.27349746363986677,0.2913359211091614,0.21198280712725956,0.001631714648118119,0.008477872874015146,-0.006998484205461813
-0.2802537473380698,0.2900480331020766,-0.218061953624263,0.004658722652356808,0.010112033685828728,-0.007141927656941699
-0.158776186077285,0.21473566868858993,-0.2232327751844083,0.010321556605742244,0.00930160404870436,-0.005352501907967215
-0.156500516886619,0.0650714045310116,-0.014149397883792929,0.012486864054613626,0.010969467479950156,-0.001800551350327045
-0.2828707194012812,0.14894022350922936,-0.012127872276724374,0.009917856662435146,0.006525214213324598,-0.003611422056405226
