First line indicates sampling freq [Hz], samples per channel, QTimer [ms] 
Fx, Fy, Fz, Mz, My, Mz 
150,75,500,0,0
-0.019158538269036254,-0.12528278847054491,-0.230409271310288,0.014473795136733709,-0.012462024468194255,0.0033441722348510135
-0.01964349407255925,-0.13575553900232548,-0.01706764984247053,0.014403889075405735,-0.0054846625096447044,0.0034345575173558747
0.11565309878481095,-0.07167808113470192,-0.22176784991255752,0.008723251236109638,-0.0026206906830938646,0.0017069815446835916
-0.011202059533376156,0.001717987311734612,-0.006404702837598192,0.006084337782604237,-8.758199116927347e-05,-1.3503878889703715e-05
0.1268551583181871,-0.07339606844643654,-0.21536314707495932,0.0026389134535054013,-0.0025331086919245915,0.0017204854235732953
-0.11964875748882312,-0.06880132049817995,-0.21253515500624046,-0.003461029721672646,-0.0010546470323969082,0.001611140278971808
-0.12360957752047105,-0.055322694647577594,-0.002236718560132347,-0.00033379388198016456,-0.009753751793931117,0.0016506945690571257
-0.002132016259642,-0.13063505906108988,-0.007407540120352722,0.005329040071406191,-0.010564181431056368,0.0034401203180322087
-0.007956478735660107,-0.12700077578227953,-0.2240045684726899,0.008389457354129473,-0.012374442477024981,0.003357676113740717
-0.14418489281517388,-0.19600040493577597,-0.2327521008017887,0.014036685914942173,-0.011793992445792057,0.0050242528392240235
-0.024536135326392452,-0.12719908443761999,-0.02021694579562238,0.01749771563661361,-0.010739345413395515,0.003413112560252777
-0.15276998028542638,-0.053174608031193164,-0.44509088498685134,0.014861889687466998,-0.00829475496445608,0.0014802433597978326
-0.1411210553333902,-0.06044317458881388,-0.011896828282177004,0.008741055122020433,-0.0046742328725188536,0.0016451317683808156
-0.004892641253832859,0.00855645456470722,-0.0031492959530772797,0.003093826561207888,-0.0052546829037520126,-2.144495710307632e-05
0.12778697954037235,-0.06847389716053967,-0.0019154146756994314,0.0026723227319900068,-0.005977530549707989,0.0017814846707617103
0.001828803772005945,-0.14411368491169224,-0.2177059765664608,0.00220180423171371,-0.0018650766695221595,0.003400566027946891
-0.13085081702219925,-0.06708333318644535,-0.21893985784383863,0.0026233080609315913,-0.0011422290235661818,0.0015976364000821043
0.12196251706435425,-0.06483961388172932,-0.2185124430280366,0.005732740014713289,-0.007787791595676604,0.0016990404664702188
-0.007956478735660107,-0.12700077578227953,-0.2240045684726899,0.008389457354129473,-0.012374442477024981,0.003357676113740717
-0.007956478735660107,-0.12700077578227953,-0.2240045684726899,0.008389457354129473,-0.012374442477024981,0.003357676113740717
-0.021434207459702242,0.02438147568703344,-0.4394926486109034,0.01230848768786233,-0.014129887899440051,-0.00020777832278915686
-0.013334075793018159,-0.12891707174935527,-0.013812242957950823,0.011413377854010427,-0.010651763422225641,0.003426616439142505
-0.13929225156134067,-0.2045568595004815,-0.22960280484863696,0.010942859353734296,-0.006539309542041245,0.0050456977963271215
-0.024679788257415583,0.15310023878099607,-0.2218927829758121,0.010003368116336793,-0.0018430274135843613,-0.0035789583154183634
0.001828803772005945,-0.14411368491169224,-0.2177059765664608,0.00220180423171371,-0.0018650766695221595,0.003400566027946891
-0.12319755077413168,-0.21483130137692333,-0.22004880605796145,0.0017646950099221704,-0.00119704464711996,0.005080646632319902
-0.004892641253832859,0.00855645456470722,-0.0031492959530772797,0.003093826561207888,-0.0052546829037520126,-2.144495710307632e-05
0.0027606249941911883,-0.13919151362579538,-0.004258244167200902,0.0022352135101983152,-0.005309498527305557,0.0034615652751353062
-0.12715837080577957,-0.20135267552632094,-0.009750369611853358,0.004891930849614651,-0.00989614940865417,0.005120200922405219
-0.015609744983684141,0.02074719240822308,-0.22289562025856624,0.009248070405139048,-0.012319626853471436,-0.0001253341184976654
-0.021434207459702242,0.02438147568703344,-0.4394926486109034,0.01230848768786233,-0.014129887899440051,-0.00020777832278915686
-0.014265897015203078,-0.1338392430352504,-0.22725997535713632,0.011379968575525836,-0.007207341564443445,0.0033656171919541106
0.1053828604736219,-0.06503792253706979,-0.014724820350969092,0.014840998297197426,-0.006152694532047137,0.001754476912982279
-0.021919163263227112,0.013908725155252192,-0.22615102714301266,0.012238581626535409,-0.007152525940889899,-0.00011739304028427152
-0.003995658704012163,-0.14047940163288186,-0.434303004918798,0.005262221514436992,-0.003675337715490773,0.0033181218236553994
0.001828803772005945,-0.14411368491169224,-0.2177059765664608,0.00220180423171371,-0.0018650766695221595,0.003400566027946891
0.12013371329230475,0.0792740710299383,-0.0008064664615766114,0.0035309357829994273,-0.0059227149261542105,-0.0017015255614760867
0.004589428766194428,-0.2833051985374361,-0.22196422073366132,0.004437017741912325,-0.007174575196827697,0.006862131303080983
-0.0030638374818269193,-0.13555723034698502,-0.22085527251953807,0.005295630792921598,-0.007119759573274172,0.003379121070843815
0.11524107203847156,0.08783052559464381,-0.003955762414728432,0.0066247623442073035,-0.01117739782990502,-0.0017229705185791845
0.11169227875316301,-0.05819945528409956,-0.011469413466449384,0.011850487075802121,-0.011319795444628073,0.001746535834768909
-0.027296760320583296,0.011992429188177112,-0.01595870162834694,0.015262502126415308,-0.005429846886091159,-4.8452714882507774e-05
0.10941660956245347,0.09146480887345415,-0.2205527907670656,0.009685179626930588,-0.012987658875873635,-0.001805414722870676
0.11706987581052106,-0.056283159317023816,-0.2216617389811884,0.008826566575921168,-0.013042474499427414,0.0016775955093671212
0.004589428766194428,-0.2833051985374361,-0.22196422073366132,0.004437017741912325,-0.007174575196827697,0.006862131303080983
0.12778697954037235,-0.06847389716053967,-0.0019154146756994314,0.0026723227319900068,-0.005977530549707989,0.0017814846707617103
0.25281333408650997,0.0022437193046914083,0.00042741481580123666,0.003109431953781546,-0.006645562572110188,0.00010140406638869987
