First line indicates sampling freq [Hz] andd samples per channel 
Fx, Fy, Fz, Mz, My, Mz 
100,50,0,0,0
[ 0.00086451 -0.03229894 -0.04687566 -0.03386986 -0.01552048 -0.01568495]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[ 0.02982757 -0.01731711  0.00027739 -0.00373062 -0.00639774  0.01595727]
[0. 0. 0. 0. 0. 0.]
[ 0.00130939 -0.00081702  0.04869295 -0.02708697  0.01602216  0.00072969][ 0.02982757 -0.01731711  0.00027739 -0.00373062 -0.00639774  0.01595727]
[ 0.03003705 -0.01621056  0.04826235 -0.00343493 -0.03688344  0.01649716]
[ 0.00020948  0.00110655  0.04798496  0.0002957  -0.0304857   0.00053989]
[0. 0. 0. 0. 0. 0.]
[ 0.02982757 -0.01731711  0.00027739 -0.00373062 -0.00639774  0.01595727]
[ 0.02810704  0.01589795  0.00052669  0.00386874 -0.00591258 -0.01486997][0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[ 0.00120893  0.0004308  -0.04725311 -0.02676395 -0.01524699 -0.00061017]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.][0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[ 0.00120893  0.0004308  -0.04725311 -0.02676395 -0.01524699 -0.00061017]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.][ 0.02776262 -0.01683179  0.00090415 -0.00323717 -0.00618607 -0.02994474]
[0. 0. 0. 0. 0. 0.]
[ 0.0310365  -0.01688631 -0.04697573 -0.03049457 -0.02164473  0.0153471 ]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[ 0.00020948  0.00110655  0.04798496  0.0002957  -0.0304857   0.00053989][ 0.02831652  0.0170045   0.04851165  0.00416444 -0.03639828 -0.01433008]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.][0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[ 0.02982757 -0.01731711  0.00027739 -0.00373062 -0.00639774  0.01595727]
[0. 0. 0. 0. 0. 0.]
[ 0.00120893  0.0004308  -0.04725311 -0.02676395 -0.01524699 -0.00061017]
[ 0.03124598 -0.01577976  0.00100923 -0.03019888 -0.05213044  0.01588699][0. 0. 0. 0. 0. 0.]
[ 0.02982757 -0.01731711  0.00027739 -0.00373062 -0.00639774  0.01595727]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.][ 0.00120893  0.0004308  -0.04725311 -0.02676395 -0.01524699 -0.00061017]
[ 0.02982757 -0.01731711  0.00027739 -0.00373062 -0.00639774  0.01595727]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[ 0.02931597  0.01632875 -0.04672643 -0.02289521 -0.02115958 -0.01548014][0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[ 0.02982757 -0.01731711  0.00027739 -0.00373062 -0.00639774  0.01595727]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.][ 0.02931597  0.01632875 -0.04672643 -0.02289521 -0.02115958 -0.01548014]
[ 1.41841365e-03  1.53734860e-03  7.31844581e-04 -2.64682536e-02
 -4.57326949e-02 -7.02844619e-05]
[0. 0. 0. 0. 0. 0.]
[ 0.02982757 -0.01731711  0.00027739 -0.00373062 -0.00639774  0.01595727]
[ 0.00020948  0.00110655  0.04798496  0.0002957  -0.0304857   0.00053989]
[0. 0. 0. 0. 0. 0.][ 0.02810704  0.01589795  0.00052669  0.00386874 -0.00591258 -0.01486997]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[ 0.00120893  0.0004308  -0.04725311 -0.02676395 -0.01524699 -0.00061017]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.][ 0.02982757 -0.01731711  0.00027739 -0.00373062 -0.00639774  0.01595727]
[0. 0. 0. 0. 0. 0.]
[0. 0. 0. 0. 0. 0.]
[ 0.02831652  0.0170045   0.04851165  0.00416444 -0.03639828 -0.01433008]
[0. 0. 0. 0. 0. 0.]
[ 0.02982757 -0.01731711  0.00027739 -0.00373062 -0.00639774  0.01595727][ 0.00120893  0.0004308  -0.04725311 -0.02676395 -0.01524699 -0.00061017]
