0,0,1023
1,0,1023
3,0,1023
4,0,1023
20,0,1023
43,0,1023
65,0,1023
89,0,1023
111,0,1023
135,0,1023
159,0,1023
183,0,1023
206,0,1023
231,0,1023
254,0,1023
278,0,1023
303,0,1023
326,0,1023
350,0,1023
374,0,1023
398,0,1023
422,0,1023
446,0,1023
470,0,1023
494,0,1023
518,0,1023
541,0,1023
566,0,1023
589,0,1023
613,0,1023
637,0,1023
661,0,1023
686,0,1023
709,0,1023
733,0,1023
757,0,1023
781,0,1023
804,0,1023
829,0,1023
852,0,1023
876,0,1023
901,0,1023
924,0,1023
948,0,1023
972,0,1023
996,0,1023
1020,0,1023
1045,0,1023
1070,0,1023
1095,0,1023
1120,0,1023
1144,0,1023
1170,0,1023
1195,0,1023
1220,0,1023
1245,0,1023
1269,0,1023
1295,0,1023
1319,0,1023
1344,0,1023
1370,0,1023
1394,0,1023
1420,0,1023
1444,0,1023
1469,0,1023
1495,0,1023
1519,0,1023
1544,0,1023
1569,0,1023
1594,0,1023
1619,0,1023
1644,0,1023
1669,0,1023
1694,0,1023
1719,0,1023
1743,0,1023
1769,0,1023
1794,0,1023
1819,0,1023
1844,0,1023
1868,0,1023
1894,0,1023
1918,0,1023
1943,0,1023
1969,0,1023
1993,0,1023
2019,0,1023
2043,0,1023
2068,0,1023
2094,0,1023
2118,0,1023
2143,0,1023
2168,0,1023
2193,0,1023
2219,0,1023
2243,0,1023
2268,0,1023
2293,0,1023
2318,0,1023
2342,0,1023
2368,0,1023
2393,0,1023
2418,0,1023
2443,0,1023
2467,0,1023
2493,0,1023
2518,0,1023
2542,0,1023
2568,0,1023
2592,0,1023
2618,0,1023
2642,0,1023
2667,0,1023
2693,0,1023
2717,0,1023
2742,0,1023
2767,0,1023
2792,0,1023
2818,0,1023
2842,0,1023
2867,0,1023
2892,0,1023
2917,0,1023
2941,0,1023
2967,0,1023
2992,0,1023
3017,0,1023
3042,0,1023
3066,0,1023
3092,0,1023
3117,0,1023
3141,0,1023
3167,0,1023
3191,0,1023
3217,0,1023
3241,0,1023
3266,0,1023
3292,0,1023
3316,0,1023
3341,0,1023
3366,0,1023
3391,0,1023
3417,0,1023
3441,0,1023
3466,0,1023
3491,0,1023
3516,0,1023
3540,0,1023
3566,0,1023
3591,0,1023
3616,0,1023
3641,0,1023
3665,0,1023
3691,0,1023
3716,0,1023
3740,0,1023
3766,0,1023
3790,0,1023
3816,0,1023
3841,0,1023
3865,0,1023
3891,0,1023
3915,0,1023
3940,0,1023
3965,0,1023
3990,0,1023
4016,0,1023
4040,0,1023
4065,0,1023
4090,0,1023
4115,0,1023
4140,0,1023
4165,0,1023
4190,0,1023
4215,0,1023
4240,0,1023
4264,0,1023
4290,0,1023
4315,0,1023
4339,0,1023
4365,0,1023
4389,0,1023
4415,0,1023
4440,0,1023
4464,0,1023
4490,0,1023
4514,0,1023
4539,0,1023
4564,0,1023
4589,0,1023
4615,0,1023
4639,0,1023
4664,0,1023
4689,0,1023
4714,0,1023
4739,0,1023
4764,0,1023
4789,0,1023
4814,0,1023
4839,0,1023
4864,0,1023
4889,0,1023
4914,0,1023
4938,0,1023
4964,0,1023
4988,0,1023
5014,0,1023
5039,0,1023
5063,0,1023
5089,0,1023
5113,0,1023
5138,0,1023
5164,0,1023
5188,0,1023
5214,0,1023
5238,0,1023
5263,0,1023
5288,0,1023
5313,0,1023
5338,0,1023
5363,0,1023
5388,0,1023
5413,0,1023
5438,0,1023
5463,0,1023
5488,0,1023
5513,0,1023
5537,0,1023
5563,0,1023
5587,0,1023
5613,0,1023
5638,0,1023
5662,0,1023
5688,0,1023
5712,0,1023
5737,0,1023
5763,0,1023
5787,0,1023
5813,0,1023
5837,0,1023
5862,0,1023
5888,0,1023
5912,0,1023
5937,0,1023
5962,0,1023
5987,0,1023
6012,0,1023
6037,0,1023
6062,0,1023
6087,0,1023
6112,0,1023
6136,0,1023
6162,0,1023
6187,0,1023
6212,0,1023
6237,0,1023
6261,0,1023
6287,0,1023
6311,0,1023
6336,0,1023
6362,0,1023
6386,0,1023
6412,0,1023
6436,0,1023
6461,0,1023
6487,0,1023
6511,0,1023
6536,0,1023
6561,0,1023
6586,0,1023
6611,0,1023
6636,0,1023
6661,0,1023
6686,0,1023
6711,0,1023
6735,0,1023
6761,0,1023
6786,0,1023
6811,0,1023
6836,0,1023
6860,0,1023
6886,0,1023
6910,0,1023
6935,0,1023
6961,0,1023
6985,0,1023
7011,0,1023
7035,0,1023
7060,0,1023
7086,0,1023
7110,0,1023
7135,0,1023
7160,0,1023
7185,0,1023
7211,0,1023
7235,0,1023
7260,0,1023
7285,0,1023
7310,0,1023
7334,0,1023
7360,0,1023
7385,0,1023
7410,0,1023
7435,0,1023
7459,0,1023
7485,0,1023
7510,0,1023
7534,0,1023
7560,0,1023
7584,0,1023
7610,0,1023
7634,0,1023
7659,0,1023
7685,0,1023
7709,0,1023
7734,0,1023
7759,0,1023
7784,0,1023
7810,0,1023
7834,0,1023
7859,0,1023
7884,0,1023
7909,0,1023
7933,0,1023
7959,0,1023
7984,1023,0
8009,1023,0
8034,1023,0
8058,1023,0
8084,1023,0
8109,1023,0
8133,1023,0
8159,1023,0
8183,1023,0
8209,1023,0
8233,1023,0
8258,1023,0
8284,1023,0
8308,1023,0
8333,1023,0
8358,1023,0
8383,1023,0
8409,1023,0
8433,1023,0
8458,1023,0
8483,1023,0
8508,1023,0
8532,1023,0
8558,1023,0
8583,1023,0
8608,1023,0
8633,1023,0
8657,1023,0
8683,1023,0
8708,1023,0
8732,1023,0
8758,1023,0
8782,1023,0
8808,1023,0
8833,1023,0
8857,1023,0
8883,1023,0
8907,1023,0
8932,1023,0
8957,1023,0
8982,1023,0
9008,1023,0
9032,1023,0
9057,1023,0
9082,1023,0
9107,1023,0
9132,1023,0
9157,1023,0
9182,1023,0
9207,1023,0
9232,1023,0
9256,1023,0
9282,1023,0
9302,1023,0
9331,1023,0
9357,1023,0
9381,1023,0
9407,1023,0
9432,1023,0
9456,1023,0
9482,1023,0
9506,1023,0
9531,1023,0
9556,1023,0
9581,1023,0
9607,1023,0
9631,1023,0
9656,1023,0
9681,1023,0
9706,1023,0
9731,1023,0
9756,1023,0
9781,1023,0
9806,1023,0
9831,1023,0
9856,1023,0
9881,1023,0
9906,1023,0
9930,1023,0
9956,1023,0
10006,1023,0
10032,1023,0
10057,1023,0
10084,1023,0
10109,1023,0
10162,1023,0
10187,1023,0
10214,1023,0
10240,1023,0
10265,1023,0
10292,1023,0
10317,1023,0
10344,1023,0
10370,1023,0
10395,1023,0
10422,1023,0
10447,1023,0
10474,1023,0
10500,1023,0
10525,1023,0
10552,1023,0
10577,1023,0
10604,1023,0
