3.00, 0.00, 1023.00
6.00, 0.00, 1023.00
10.00, 0.00, 1023.00
22.00, 0.00, 1023.00
46.00, 0.00, 1023.00
68.00, 0.00, 1023.00
92.00, 0.00, 1023.00
114.00, 0.00, 1023.00
138.00, 0.00, 1023.00
162.00, 0.00, 1023.00
186.00, 0.00, 1023.00
209.00, 0.00, 1023.00
234.00, 0.00, 1023.00
258.00, 0.00, 1023.00
281.00, 0.00, 1023.00
306.00, 0.00, 1023.00
329.00, 0.00, 1023.00
353.00, 0.00, 1023.00
377.00, 0.00, 1023.00
401.00, 0.00, 1023.00
425.00, 0.00, 1023.00
449.00, 0.00, 1023.00
473.00, 0.00, 1023.00
497.00, 0.00, 1023.00
521.00, 0.00, 1023.00
544.00, 0.00, 1023.00
569.00, 0.00, 1023.00
592.00, 0.00, 1023.00
616.00, 0.00, 1023.00
641.00, 0.00, 1023.00
664.00, 0.00, 1023.00
688.00, 0.00, 1023.00
712.00, 0.00, 1023.00
736.00, 0.00, 1023.00
760.00, 0.00, 1023.00
784.00, 0.00, 1023.00
807.00, 0.00, 1023.00
832.00, 0.00, 1023.00
856.00, 0.00, 1023.00
879.00, 0.00, 1023.00
904.00, 0.00, 1023.00
927.00, 0.00, 1023.00
951.00, 0.00, 1023.00
975.00, 0.00, 1023.00
999.00, 0.00, 1023.00
1024.00, 0.00, 1023.00
1048.00, 0.00, 1023.00
1073.00, 0.00, 1023.00
1098.00, 0.00, 1023.00
1123.00, 0.00, 1023.00
1147.00, 0.00, 1023.00
1173.00, 0.00, 1023.00
1198.00, 0.00, 1023.00
1223.00, 0.00, 1023.00
1248.00, 0.00, 1023.00
1272.00, 0.00, 1023.00
1298.00, 0.00, 1023.00
1323.00, 0.00, 1023.00
1347.00, 0.00, 1023.00
1373.00, 0.00, 1023.00
1397.00, 0.00, 1023.00
1423.00, 0.00, 1023.00
1447.00, 0.00, 1023.00
1472.00, 0.00, 1023.00
1498.00, 0.00, 1023.00
1522.00, 0.00, 1023.00
1547.00, 0.00, 1023.00
1572.00, 0.00, 1023.00
1597.00, 0.00, 1023.00
1623.00, 0.00, 1023.00
1647.00, 0.00, 1023.00
1672.00, 0.00, 1023.00
1697.00, 0.00, 1023.00
1722.00, 0.00, 1023.00
1746.00, 0.00, 1023.00
1772.00, 0.00, 1023.00
1797.00, 0.00, 1023.00
1822.00, 0.00, 1023.00
1847.00, 0.00, 1023.00
1871.00, 0.00, 1023.00
1897.00, 0.00, 1023.00
1922.00, 0.00, 1023.00
1946.00, 0.00, 1023.00
1972.00, 0.00, 1023.00
1996.00, 0.00, 1023.00
2022.00, 0.00, 1023.00
2046.00, 0.00, 1023.00
2071.00, 0.00, 1023.00
2097.00, 0.00, 1023.00
2121.00, 0.00, 1023.00
2146.00, 0.00, 1023.00
2171.00, 0.00, 1023.00
2196.00, 0.00, 1023.00
2222.00, 0.00, 1023.00
2246.00, 0.00, 1023.00
2271.00, 0.00, 1023.00
2296.00, 0.00, 1023.00
2321.00, 0.00, 1023.00
2345.00, 0.00, 1023.00
2371.00, 0.00, 1023.00
2396.00, 0.00, 1023.00
2421.00, 0.00, 1023.00
2446.00, 0.00, 1023.00
2470.00, 0.00, 1023.00
2496.00, 0.00, 1023.00
2521.00, 0.00, 1023.00
2545.00, 0.00, 1023.00
2571.00, 0.00, 1023.00
2595.00, 0.00, 1023.00
2621.00, 0.00, 1023.00
2646.00, 0.00, 1023.00
2670.00, 0.00, 1023.00
2696.00, 0.00, 1023.00
2720.00, 0.00, 1023.00
2745.00, 0.00, 1023.00
2770.00, 0.00, 1023.00
2795.00, 0.00, 1023.00
2821.00, 0.00, 1023.00
2845.00, 0.00, 1023.00
2870.00, 0.00, 1023.00
2895.00, 0.00, 1023.00
2920.00, 0.00, 1023.00
2945.00, 0.00, 1023.00
2970.00, 0.00, 1023.00
2995.00, 0.00, 1023.00
3020.00, 0.00, 1023.00
3045.00, 0.00, 1023.00
3069.00, 0.00, 1023.00
3095.00, 0.00, 1023.00
3120.00, 0.00, 1023.00
3144.00, 0.00, 1023.00
3170.00, 0.00, 1023.00
3194.00, 0.00, 1023.00
3220.00, 0.00, 1023.00
3245.00, 0.00, 1023.00
3269.00, 0.00, 1023.00
3295.00, 0.00, 1023.00
3319.00, 0.00, 1023.00
3344.00, 0.00, 1023.00
3369.00, 0.00, 1023.00
3394.00, 0.00, 1023.00
3420.00, 0.00, 1023.00
3444.00, 0.00, 1023.00
3469.00, 0.00, 1023.00
3494.00, 0.00, 1023.00
3519.00, 0.00, 1023.00
3544.00, 0.00, 1023.00
3569.00, 0.00, 1023.00
3594.00, 0.00, 1023.00
3619.00, 0.00, 1023.00
3644.00, 0.00, 1023.00
3668.00, 0.00, 1023.00
3694.00, 0.00, 1023.00
3719.00, 0.00, 1023.00
3743.00, 0.00, 1023.00
3769.00, 0.00, 1023.00
3793.00, 0.00, 1023.00
3819.00, 0.00, 1023.00
3844.00, 0.00, 1023.00
3868.00, 0.00, 1023.00
3894.00, 0.00, 1023.00
3918.00, 0.00, 1023.00
3943.00, 0.00, 1023.00
3969.00, 0.00, 1023.00
3993.00, 0.00, 1023.00
4019.00, 0.00, 1023.00
4043.00, 0.00, 1023.00
4068.00, 0.00, 1023.00
4093.00, 0.00, 1023.00
4118.00, 0.00, 1023.00
4143.00, 0.00, 1023.00
4168.00, 0.00, 1023.00
4193.00, 0.00, 1023.00
4218.00, 0.00, 1023.00
4243.00, 0.00, 1023.00
4268.00, 0.00, 1023.00
4293.00, 0.00, 1023.00
4318.00, 0.00, 1023.00
4342.00, 0.00, 1023.00
